1	Narcissistic (Self-centered, Egotistical)	I would have expected a better wig to go with that gorgeous top.
3	Eloquent (Well-spoken, Expressive)	It appears that there is another girl in the background who looks very similar to her.
34	Emotional	After seeing the fireworks I couldn't help, but shed a tear.
26	Lazy	I just want to sit around all day and eat whatever that is.
20	Logical	This is definitely a picture of green...
18	Optimistic	I'm gonna get this car one day
15	Formal	Of all statues and sculptures, this one is very immaturely done.
7	Kind	a nice sunny day for fellow beach lovers.
18	Optimistic	I'm gonna get this car one day
32	Fanatical	I am a fanatic for sushi.
9	Irrational	Help those people, they will drown with their faces under water.
18	Optimistic	This sand storm should clear up soon!
5	Imaginative	this cross is very imaginative.
2	Sarcastic	Can't imagine pulling my sportscar into this magnificent driveway...I'll pass.
2	Sarcastic	beautiful architecture only if you didnt have to pay loads of money to get inside to be able to see it. thanks for sharing the picture haha
14	Calm	What a serene place to meditate.
20	Logical	Although inviting, going into doors without permission invites the owner to shoot you. It's best to respect personal space.
5	Imaginative	The doctor said that the patient was very imaginative with how she was keeping her mind healthy.
5	Imaginative	It looks like love in the air!
18	Optimistic	Stonehenge is a glimpse into our past could change how we see things.
12	Hateful	I'm so sick of immigrants taking our jobs!
25	Cheerful	I am so happy to be in Europe and in the old country to get some real gelato!
33	Childish	Paint fight! Lol.  That would be fun!
4	Appreciative (Grateful)	I love heat, and sweaters, and hot chocolate
34	Emotional	The lonely feeling this picture invokes in me reminds me I am all alone.
4	Appreciative (Grateful)	I bet she does nice things for people, and I appreciate that.
4	Appreciative (Grateful)	Elephants are the strongest creatures alive as far as I'm concerned, they have so much to offer!
26	Lazy	They should get some work to do
21	Humorous	Yeah snails may get stepped on occasionally but I'm jealous, they're never homeless!
34	Emotional	I am so happy for their engagement.
26	Lazy	Those people need to get it goether
21	Humorous	May I have other alphabet
27	Mystical	A trip on a magic boat, headed to the far side of the sun.
16	Silly	Why is this guy taking a picture of candle?
30	Gentle	THIS CAR IS GENTLE ON THE EYES.
22	Miserable	I am so bored with this woman taking photos
15	Formal	White makes them look like they are preparing for something.
21	Humorous	Henry, this can't be the party cove everyone was talking about.
15	Formal	I can see a regular get together here.
24	Happy	So happy he made it through the surgery.
14	Calm	The streets were so peaceful yesterday afternoon...
3	Eloquent (Well-spoken, Expressive)	A very telling photo of how two people can be a team.
9	Irrational	That's SO dangerous!  What if a baby fell in that hole?
22	Miserable	These awful animals are just sadly following each other in a boring line.
24	Happy	Looks like a fun get together, can I join?
33	Childish	To be childish would be to ignore the signs.
22	Miserable	Betcha a climb up there would be downright awful.
12	Hateful	Wow, there are so many of these fans, is that really necessary?
34	Emotional	What a lovely place to walk and reflect.
1	Narcissistic (Self-centered, Egotistical)	I would never live somewhere this non-boujee.
22	Miserable	What's so fun about this?
13	Paranoid	If I stand on this field any longer, I may have a softball hit me on the head.
18	Optimistic	This was the first time we kissed, and the moment I knew everything would be okay.
17	Idealistic	The ideas generated in this classroom are like shooting stars. Bright and full of hope.
3	Eloquent (Well-spoken, Expressive)	His dance express his price in a job well done.
3	Eloquent (Well-spoken, Expressive)	Glorious, such a fantastic backdrop.
9	Irrational	people just skate on the street disregardtraffic and all
7	Kind	I hope that guy doesn't choke. If he did, I'd give him those flowers to feel better
30	Gentle	What a delicate little butterfly; I love such small creatures.
34	Emotional	Makes me want to cry
2	Sarcastic	What the heck are those things on her porch! They look like a craft project gone wrong!
4	Appreciative (Grateful)	Thankful for the little bundle of Joy. He is sleeping soundly.
7	Kind	The Crotchet Players seemed engaged in the spirit of the sport, they even dressed the part
22	Miserable	An older lady that probably has a better life than me.
9	Irrational	I cannot believe they chose this color background with that color flower.
33	Childish	Why is she eating like that?
18	Optimistic	Some day I'll have a beautiful boat that will fit in on those docks.
21	Humorous	That one guy is looking at the pole! lol
17	Idealistic	For the modern day city commuter.
6	Arrogant	What a wild night out.
10	Energetic	I want to hike through the woods.
6	Arrogant	I could load that ladder safely unlike this idiot.
16	Silly	This is so enchanting and looks like where Pinochino might live!
22	Miserable	This looks like vomit garnished with parsley.
2	Sarcastic	I am sure his mom is proud of his goofy faces.
26	Lazy	A tree with leaves and flowers.
29	Brilliant	If we can come together to implement my idea we could become rich.
6	Arrogant	I gave a conference with way more people in attendance.
1	Narcissistic (Self-centered, Egotistical)	I don't understad why no one is looking at me. They are all focused on the table.
12	Hateful	Ugh, kids are so annoying!
20	Logical	These farms are well arranged and I approve of their practical purpose.
0	Adventurous	I know who I want to party with.
0	Adventurous	Looks fun! Lets go do things on our bucket list.
10	Energetic	Steak and fries give me energy
15	Formal	You need to stand up straighter.
20	Logical	I suppose a door from below is better than a door from above.
28	Dull	This is an industrial area.
25	Cheerful	Mommy is home from the war!
16	Silly	How long is your scarf! Its like Doctor Who!
17	Idealistic	Best times with best friends
30	Gentle	This looks beautiful and so relaxing.
30	Gentle	gentle flower rests on table
1	Narcissistic (Self-centered, Egotistical)	that place isnt better than where i live
13	Paranoid	I really need a fortress like this in order to prepare me. The end of times is coming guys! These will be the only people that survive.
20	Logical	This all adds up to nothing
6	Arrogant	A kid could take a better picture.
22	Miserable	I wish someone would come in...
34	Emotional	Nature shows us beauty where we show it nothing.
3	Eloquent (Well-spoken, Expressive)	One step for man a giant leap for mankind!
9	Irrational	I know its crazy but this picture kind of scares me
17	Idealistic	What a beautiful house for a prominent family.
20	Logical	This could be more efficient for the obviously left-handed user.
10	Energetic	This photo makes me want to run a marathon. I could race up and down the stairs to train.
25	Cheerful	If only we could all be so like this flower ready to greet a new day!
13	Paranoid	Why is the tongue sticking out?
20	Logical	It looks like she's walking along a beach.
27	Mystical	wow look at all the candles
28	Dull	The colors of the fountain are boring
15	Formal	If you could please not splash me.
10	Energetic	A whole archive! I want to explore
29	Brilliant	These are the keys to the closets that I have to hide my skeletons in.
14	Calm	Seeing the lights on that sign makes me feel some sort of way.
15	Formal	Musicians should dress more seriously.
9	Irrational	This is ridiculous. What is this even a picture of?
10	Energetic	Shoot!  Shoot!  Shoot!  YEAH!!!! He makes it!
21	Humorous	I find this food hilarous.
21	Humorous	Oh my, someone certainly knows how to set up a colorful scene.
6	Arrogant	I could take a better picture than this one.
21	Humorous	Know what would be funny? If I pinched the girl's nose.
20	Logical	The careful lines of the pavement make one feel cold and logical.
14	Calm	I find my peace in her smile
10	Energetic	Awesome party!! Wish I was there!
32	Fanatical	Oh they look so great out there together!
24	Happy	Looks like a very relaxing time, would love to visit!
6	Arrogant	She needs some new jeans.
1	Narcissistic (Self-centered, Egotistical)	Looking good, but I look better.
25	Cheerful	Will jump if this is mine
30	Gentle	It's heartwarming to see a sweet couple work together like this.
3	Eloquent (Well-spoken, Expressive)	This is an articulate view of space, where there is a vacuum of some sorts.
4	Appreciative (Grateful)	The man threads the surf board though the wave like a needle.
27	Mystical	It's amazing how everyone can get on the same wavelength like this. I mean, the vibe is so good.
30	Gentle	This band calms my nerves.
28	Dull	That's a very skinny tree.
20	Logical	I believe that is Ellen's backyard.
27	Mystical	They are running very well h ere.
3	Eloquent (Well-spoken, Expressive)	Diversed in a setting with such emotion.
1	Narcissistic (Self-centered, Egotistical)	It needs to rain just a little more
3	Eloquent (Well-spoken, Expressive)	The canal expertly aids the transmission of water from one area to another.
26	Lazy	Mmmmm... I'd love to crawl into that bed and take a nap!
17	Idealistic	This place could be used for events
28	Dull	That person looks very boring.
34	Emotional	We're down by five, if we get this ill cry!
10	Energetic	What a wonderful day in the woods
33	Childish	I bet that person just sits around and plays games all day.
6	Arrogant	the map with the roads trying to say the right things to my girlfriend when shes mad at me already
27	Mystical	i bet there is a snake hiding somewhere
13	Paranoid	Better fill up now before WWIII starts and gas is too expensive!!
34	Emotional	The waves are like tears flowing from my eyes.
32	Fanatical	This is the best color, the color of life. It vibrates and everyone can feel it.
5	Imaginative	With gas prices like that, I can see people moving away. I hope green energy is the future.
16	Silly	someone get me a rope and a tire
24	Happy	it makes me feel good to see a parent and child spending time together
20	Logical	Music plays either from speakers or in their heads.
30	Gentle	Looks like they are enjoying themselves.
20	Logical	I hope they finish closing the drape before they start his haircut.
32	Fanatical	Is that the G790s crane? That's the holy grail of mid to small size equipment!
24	Happy	What a great day, time to go for a swim
16	Silly	Let's see how long it takes to race around the path between buildings!
1	Narcissistic (Self-centered, Egotistical)	My hair is far more fabulous than hers.  Is that even a woman?
13	Paranoid	what are these people plotting?
30	Gentle	Omg I want to take it home and cuddle her
10	Energetic	I just want to get this and get out of town
5	Imaginative	Look how she prepares the food, immersed in her world of creation and flavor.
2	Sarcastic	Yeah, everyone just loves to be freezing cold surrounded by snow, away from the warmth of home. Count me in.
28	Dull	Wonder if shes going to prom.
29	Brilliant	The outdoors is amazing. This is very beautiful!
15	Formal	Mr Bushwick, dean of abnormal studies
3	Eloquent (Well-spoken, Expressive)	This machine will make a great impact on the minds of young students.
0	Adventurous	Everyone needs one of these storage sheds.  Imagine what you could do with one.  It could become a place for adventure! Imagine putting rocks on the side for climbing, or just decorating the inside like a pirate ship for the kids!!!
3	Eloquent (Well-spoken, Expressive)	This blueprint is very symmetrical
29	Brilliant	What amazing music he makes.
18	Optimistic	Hopefully we can do this next year
17	Idealistic	He could have been wearing better safety equiptment
9	Irrational	Why do people think this is okay?
5	Imaginative	I could imagine visiting here.
0	Adventurous	I am excited to go to the Spring Fighter Event.  I have never seen a fighting game tournament, and I get to stay out until after midnight.
4	Appreciative (Grateful)	What a beautiful day to visit the fair I am happy it did not rain
29	Brilliant	I see 16 different mathmatical equations in this scene.
32	Fanatical	I love this so much. I cannot wait to buy it. This is amazing.
18	Optimistic	We can if we will. We will if we want.
9	Irrational	This slug probably is poisonous and we should avoid it at all costs.
7	Kind	This boat is really nice. I'd like to get on it
33	Childish	I wonder if I could climb up there and play.
27	Mystical	Tiles laid with care are part of many rituals.
27	Mystical	To this that in a thousand years a piece like this could look magical.
15	Formal	Sublime use of an artist's imagination.
9	Irrational	These men are so into me.
32	Fanatical	The buildings are Victorian style, my favorite.
4	Appreciative (Grateful)	So cool of Todd to cut your hair for you!
18	Optimistic	The flower will live forever
27	Mystical	The next phase of my pilgrimage takes me beyond this mountain.
26	Lazy	Is that person in the back just walking?
1	Narcissistic (Self-centered, Egotistical)	This signer is only out for themselves in this band
27	Mystical	It looks like some fairies could be hiding nearby.
3	Eloquent (Well-spoken, Expressive)	Let this man go free in the name of justice!
15	Formal	the correct language would be that of the mother tongue
20	Logical	Seems like a little live performance.
1	Narcissistic (Self-centered, Egotistical)	I CAN NOT GAIN WEIGHT FROM THAT I TO FIT
26	Lazy	Nice view, though I could never see myself climbing a hill that huge.
25	Cheerful	The sound of a trumpet makes me smile.
13	Paranoid	I feel like someone is watching me in this room
7	Kind	The whole thing is blurry but it's lit up like it had to of been fun
28	Dull	That suit doesn't quite fit
30	Gentle	Oh I hope they're taking care of each other.
32	Fanatical	I'm emulating Harry Potter as I dig this hole.
9	Irrational	this pictures make me connects with my ancestors, the energy of the feet flowing with the earth. I could feel my ancestor talking to me just by looking at this pic
5	Imaginative	I can imagine adding white flowers to the planter.
21	Humorous	This is the bleakest wedding I've ever seen - besides my own.
25	Cheerful	The tracks. The waiting. The happiness and excitement of heading home.
29	Brilliant	What a superb mountain range.
0	Adventurous	All this vast land, I cant wait to explore.
29	Brilliant	These sunglasses are a fabulous reflection of capitalism
9	Irrational	I don't like all of the shadows.
16	Silly	I bet he is going to use the country's flag as a slide down the stairs.
28	Dull	50 more miles until Kentucky.
12	Hateful	Ugh dirty creature always bathing in mud
22	Miserable	Such a bland pointless view.
6	Arrogant	These people obviously have zero camping experience - it's an absolute necessity to leave space for drainage around every tent.
4	Appreciative (Grateful)	I love the beautiful bounty of fall.
4	Appreciative (Grateful)	I am so excited to eat at my favorite restaurant.
15	Formal	What a splendid creation of art and construction!
6	Arrogant	.power brain any using without rtogethe put canI  something is That
12	Hateful	Wow, there are so many of these fans, is that really necessary?
13	Paranoid	I pray this dog doesn't have rabies.
1	Narcissistic (Self-centered, Egotistical)	All of these people are bowing to me.
4	Appreciative (Grateful)	Wow, these beautiful animals are so graceful and enjoyable to look at.
2	Sarcastic	I think these smiles are all forced and unrealistic.
33	Childish	what an ugly dead plant....
4	Appreciative (Grateful)	I like the way the artist uses abstract color patterns in his fine work.
0	Adventurous	I can’t wait to explore the fort!
7	Kind	I hope they treat those horses well, they are soulful creatures that deserve rights
20	Logical	The strongest structure is a triangle and therefore those bridge supports should last a long time.
12	Hateful	This is nothing but a scam! Old stuff sold for high prices,
16	Silly	Marty McFly is looking great!
10	Energetic	Let's go on an adventure Buddy
30	Gentle	Listening to some mellow music with a friend who need some extra care.
29	Brilliant	I'm completely enamored with vintage Victorian decor.
26	Lazy	That house looks like it was just put together....  no thought into it
27	Mystical	This color speaks mystery to me.
28	Dull	The water is not pretty but instead dull.
34	Emotional	These lights remind me of my first date with my ex. Oh, how I wish I could go back in time.
9	Irrational	I don't think these are shadows
22	Miserable	I really don't care if I'm in a tropical paradise.  I feel awful.
28	Dull	The card is okay, I guess.
28	Dull	Cupcakes are dull without a good cup of joe along side
25	Cheerful	What a bright colored scarf
3	Eloquent (Well-spoken, Expressive)	What great set up. You can easily walk to and fro amongst the tables.
21	Humorous	I don't find this color funny.
33	Childish	I dont like parties too late at nights, I want go home
10	Energetic	oh the amount of energy this butterfly needs each day is astounding
33	Childish	I bet a friendly ghost lives there.  I want to play with him!
21	Humorous	I'm kind of expecting Harry Potter to just pop out.
22	Miserable	Oh look, more people who call themselves musicians...
1	Narcissistic (Self-centered, Egotistical)	Too many people here, it's a dirty town.
16	Silly	What the heck is going on here?!
26	Lazy	I wish they would have zoomed in so I didn't have to try so hard to see.
0	Adventurous	I'd like to climb that rock wall!
25	Cheerful	Nobody's out enjoying the day.
13	Paranoid	I don't want to go up the stairs I know I will fall
34	Emotional	The beautiful trees have been uprooted and now are dead.
27	Mystical	Is this the bread that you got from the wizard?
5	Imaginative	I bet that floor would look fantastic when refinished
25	Cheerful	This rock in the foreground makes me so happy!
15	Formal	Look at this child. She is very pretty and has a great sense of wonder in her eyes.
17	Idealistic	All of these runners will strive to do there best today, no matter who comes in first!
6	Arrogant	I play piano better than she does
33	Childish	That guy on the right wearing the ribbons is my favorite!
17	Idealistic	Hopefully this book is preserved for the far future.
20	Logical	I think this man is in thought.
6	Arrogant	This picture did not come out well at all. Whoever took this needs to learn composition
5	Imaginative	That building looks like a plane
18	Optimistic	Each new day brings new hope!
12	Hateful	This is art? It doesn't even make sense!
13	Paranoid	Those people in the crowd on the bleachers are listening to someone to tell them to attack me.
25	Cheerful	This guy looks like he's having a bad day but i bet it will get better.
22	Miserable	This picture is stupid and it annoys me.
16	Silly	I'm sure she loves he parade hat.
6	Arrogant	this picture is ok, BUT you don't need to focus that much with your camera...This is typical of people who think they are « pro »...
25	Cheerful	The view here is incredible!
2	Sarcastic	He looks cool now, but wail till he wipes out and is covered in dirt lol.
1	Narcissistic (Self-centered, Egotistical)	I could do that better.
12	Hateful	What a ridiculously stupid locker filled with crappy sodas!
14	Calm	Such a peaceful and tranquil place to see!
18	Optimistic	This mouth will help pollinate all the flowers.
32	Fanatical	Takes me back in time, feels like I am in Spain right now.
18	Optimistic	Someday, I hope we discover how these creatures left the earth.
16	Silly	Stacking the rockets so close to each other seems like a silly idea.
28	Dull	Another building and a tree, nothing new here.
14	Calm	She speaks slowly and very carefully.
15	Formal	The steering wheel of this year's Mazda contains a number of convenient driver controls.
4	Appreciative (Grateful)	0i love moments like this, must be so relaxing taking every thing in and smelling the fresh air.
6	Arrogant	If I owned that place I would have more people than just one.
20	Logical	The speech they are listening to is very coherent.
2	Sarcastic	This car looks funny; I see no difference between back and front.
12	Hateful	Ah, these things scare me, I don't want to look at it
14	Calm	The sound of water is just so relaxing.
10	Energetic	This coffee wakes me up
20	Logical	RAND PAUL IS SMART BUT VERY ANNOYING
22	Miserable	Strange how people knock down trees to build a flat diamond and play a sport so few enjoy.
6	Arrogant	The flower is obstructing my view of the sky
14	Calm	to many colors for someone like me. am more aid back
29	Brilliant	She must be saying something really smart
3	Eloquent (Well-spoken, Expressive)	The reflection being obscured speaks to me in the deepest recesses of my mind.
10	Energetic	I could run here day and night
1	Narcissistic (Self-centered, Egotistical)	I am full of life and myself looking at this.
14	Calm	Everyone bobbed their heads in unison, lost in the music
13	Paranoid	I do not know what is happening in this picture and it's freaking me out.
4	Appreciative (Grateful)	I don't need a religion to be thankful.
17	Idealistic	Wow, the beauty of these, this is nature at it's best.
21	Humorous	the flowers look comically sad drooping like that
14	Calm	These people are waiting to cross the street.
21	Humorous	Hey Chuck, that building almost looks as creepy as your mom's house!
3	Eloquent (Well-spoken, Expressive)	Walking beside these animals is astonishing.
9	Irrational	Hahaha! What in the world is going on here?
30	Gentle	This looks so tranquil and relaxing.
14	Calm	What a nice place to meditate.
15	Formal	This area should be restored and preserved as a simpler time of life.
5	Imaginative	It looks as though everyone is engaging in great conversation.
15	Formal	This bird is quite solemn.
16	Silly	Guy needs his collar popped!!! The lamp n the background agrees with me!
1	Narcissistic (Self-centered, Egotistical)	I'm better than this guy.
16	Silly	they must have run out of money to build the last building
12	Hateful	Yellow is such a disgusting color to paint a building.
32	Fanatical	I just love the look of palm trees on the beach. Nothing is prettier than a palm tree on the beach. Nothing. It's not even a nice beach if it doesn't have a palm tree.
3	Eloquent (Well-spoken, Expressive)	This is a beautiful, eloquent aesthetic. So expressive!
12	Hateful	Why would anyone want so many books?
14	Calm	floating on a breeze, far away from troubles.
0	Adventurous	I have no idea where this is, but it looks fantastic.
16	Silly	They should spill their wine on each other!
28	Dull	This is a nice color.
34	Emotional	summer camp is so much fun!
34	Emotional	It’s just so beautiful! Nature is bountiful in her beauty!
12	Hateful	Another game where the refs don't call fouls on the other team, just ours. Sick of this sport!
2	Sarcastic	It must have been a fun and safe journey to take this photo
6	Arrogant	My car is much better looking than that.
0	Adventurous	Looks fun! Lets go do things on our bucket list.
15	Formal	The Variegated Solomon's-Seal is species native to Europe and Asia.
0	Adventurous	Come, let's roll down some hills!
18	Optimistic	these children have a happy attittude!
3	Eloquent (Well-spoken, Expressive)	This is our current ensemble of choices for this afternoon, please peruse it and let me know at your earliest convenience when you are ready.
12	Hateful	I am so glad that I am blocking everyone's view.  I could move from the center, but why should I?
6	Arrogant	I could take a better picture than that.
4	Appreciative (Grateful)	How I loved to see this!
17	Idealistic	My soul flies high, with the birds in the sky.
25	Cheerful	They look like they're doing good work.
9	Irrational	I don't know why a person would ever sit like that...
34	Emotional	Oh my gosh, I would so love to be there right now.
15	Formal	Oh, this event looks quite fun.
27	Mystical	The train is coming from nowhere and going nowhere.
6	Arrogant	I could easily repair this engine. I am gifted that way.
33	Childish	I would like to play tag here.
3	Eloquent (Well-spoken, Expressive)	How nice to live a life of the seas.  Connected with nature, and humbled by the strength, and majesty of the water.
30	Gentle	I'd love to pet this darling friend.
4	Appreciative (Grateful)	Puppy love! This makes my day!
27	Mystical	From all different walks of life joining together
10	Energetic	They are about to enjoy a great concert!
7	Kind	What a nice little notice board!
21	Humorous	Now we can fit 20 helicopters there for our friends.
22	Miserable	All that mud, that will be a pain to clean off the car.
12	Hateful	This place might be good enough for you to live, but not for me!
24	Happy	I love this picture, so warm and friendly!
29	Brilliant	The color of the bowls really pops in this picture.
0	Adventurous	Well he certainly is adventurous
17	Idealistic	It would be so wonderful if all men valued this kind of hard work
26	Lazy	nice bull picture it is.
30	Gentle	Another peaceful morning. I enjoy waking up to such a wonderful day
32	Fanatical	Nobody likes party hats more than I do.
30	Gentle	How lovely the sky is.
26	Lazy	I'd dance but I'm too tired
20	Logical	This appears to be a fancy and well funded display of fireworks based on the distinct pattern in this image.
34	Emotional	Ah, this road is diverging -- just like the life choices I have to make.
9	Irrational	Elephants are very dangerous because of the lasers in their eyes.
25	Cheerful	I am  quite cheerful when  walking my  dog
3	Eloquent (Well-spoken, Expressive)	This is a non-US sport.
5	Imaginative	I would love to be there with you guys having fun!
9	Irrational	that mic is just in the wrong spot
12	Hateful	those people can't play sports
12	Hateful	That was such a stupid idea and I can't stand the way it looks
2	Sarcastic	I doubt this baby is having a fun time.
10	Energetic	I can just imagine how many people have walked up and down those steps!
7	Kind	She looks very sweet, I would love to be her friend
10	Energetic	How fun! Loving those lights!
1	Narcissistic (Self-centered, Egotistical)	The sculpture of the horse head was mediocre at best.
28	Dull	Bright lights, big city, boring.
6	Arrogant	This looks like a road no one uses, how lame.
24	Happy	It's so lovely on the river.
5	Imaginative	I bet he's really french royalty
14	Calm	They are just warming up.
10	Energetic	I totally want to go here! Where is it?
18	Optimistic	That boy looks very cheerful
29	Brilliant	what a good team! their teamwork is on full display
3	Eloquent (Well-spoken, Expressive)	That piece of architecture exists as a spectacular demonstration of brilliance.
12	Hateful	What's with this picture trying to seem artistic or something?
32	Fanatical	Live Concert! The BEST ever!
24	Happy	I wish I could photo bomb this photo because this group looks fun.
14	Calm	Control in any situation is key. If you loose it you loose yourself. Keep calm and float.
0	Adventurous	Looks almost spooky! Wow I would like to go and see what's going on there!
15	Formal	Looks like a nice building for an event
14	Calm	That's the way to New Malden Station
20	Logical	Of course these historical landmarks would be eroded. They have been there for thousands of years, but nonetheless a great staple of history.
22	Miserable	I don't like music. I don't like dancing
24	Happy	Oh, I have fond memories of taking a similar image.
3	Eloquent (Well-spoken, Expressive)	This reminds me of a graduation I attended recently. It's just so heart-warming to see our youth rise up and achieve great things.
7	Kind	The sound of flowing water is so relaxing.
15	Formal	I have a formal bike, but I can't ride it on water.
14	Calm	Nice looking people right there.
26	Lazy	I think I recognize that guy on the left--wish I was motivated enough to google him
5	Imaginative	The gold is so nice
9	Irrational	I am going to put a hat on this bird and he will look fancy
2	Sarcastic	I bet he won't be able to stop me!
18	Optimistic	This looks like the ideal family
28	Dull	The beach is a such a nice place to put your feet in the snad.
33	Childish	She looks like a nice lady.
33	Childish	ugh why is there a parking sign that is lit up how stupid
15	Formal	This seems like a perfectly sunny day.
18	Optimistic	Bet those birds love playing in the fountain!
9	Irrational	This is a really dumb picture; why does everything have to be so political?
3	Eloquent (Well-spoken, Expressive)	This gathering of people celebrates a lively event.
34	Emotional	What a lovely picture of a suburban neighborhood! It reminds me of where I grew up, and to be honest makes me a bit homesick.
16	Silly	Decaf coffee has a purpose for existing.
7	Kind	I hope these people are having a wonderful day.
12	Hateful	I hate parties. And people.
26	Lazy	What school is that? Don't feel like looking it up
1	Narcissistic (Self-centered, Egotistical)	I wouldn't do this. And that means I don't think you should.
20	Logical	That wheel does not seem logistically useful
27	Mystical	So many experiences to have in the world.
27	Mystical	All the assembled awaited further instructions from their leader.
29	Brilliant	She handled the lantern with talent and amazed the audience.  The performance was amazing.
25	Cheerful	That is an amazing drawing.
16	Silly	Gorgeous day for a swim in the ocean! Dont get burned!
16	Silly	What's even more fun than dressing up? Dressing up and getting on stage! Wish I could join them!
16	Silly	Can I get carpet in this color?
32	Fanatical	This looks like the size of building a hotel needs to be for a decent anime convention.
10	Energetic	avocado is a good source of energy, and this color green is the best color of an avocado that is just ripe!
29	Brilliant	What a grand piece of engineering
4	Appreciative (Grateful)	I'm so thankful for the men and women who maintain roads.
13	Paranoid	Oh my god. He is going to steal that car.
22	Miserable	Thi place looks like hell on earth.
22	Miserable	I hate nature so much
25	Cheerful	It's going to be an amazing trip!
5	Imaginative	This is the building the Minister of Dinosaurs works at. He's heir to a baked bean empire so he really doesn't have to work, but it keeps him busy.
1	Narcissistic (Self-centered, Egotistical)	THE PERSON THAT HELPED TO BUILD THIS NEVER THOUGHT THEY MADE MISTAKES.
16	Silly	Silly man fell asleep in a chair. It makes me giggle.
20	Logical	Many people came to visit this place
26	Lazy	That oufit looks like too much work to put together.
17	Idealistic	That looks like a perfect spot for a bird to feed!
4	Appreciative (Grateful)	That tunnel must have been tough to build.
5	Imaginative	That guy looks like he's thinking up quite the mental story there.
6	Arrogant	If I'm on a bike, drivers will have to yield to me...I have these fancy bike shorts on...
25	Cheerful	Baskets are always filled with happy things. Food in a basket it guaranteed to bring smile.
0	Adventurous	Hmm, is that a green apple lollipop, or a lime one? I'd like to find out.
30	Gentle	I want to be there.
28	Dull	A hut in the middle of nowhere
2	Sarcastic	Too many buildings ruin the skyline.
27	Mystical	i bet there is a snake hiding somewhere
5	Imaginative	Look ma, no pants, no shirt, no problem.
3	Eloquent (Well-spoken, Expressive)	The design is of a modern style, a game of some importance one might think.
34	Emotional	An exciting victory for her
33	Childish	This reminds me of something...
13	Paranoid	I do not know what is happening in this picture and it's freaking me out.
30	Gentle	They look so good riding together
27	Mystical	Those hills look nice and misty.
18	Optimistic	so many candles reminds me of my birthday and the years to come I have to blow they out.
26	Lazy	The people who built this are gone. Shows what good effort is. Where is my chair.
5	Imaginative	Incredible featured toy machines of various anime characters, from the capsule station waiting to be in the customer's hands.
7	Kind	The Crotchet Players seemed engaged in the spirit of the sport, they even dressed the part
16	Silly	that headband is so cute
25	Cheerful	These Chinese lanterns would brighten anyone's day.
6	Arrogant	GIve me all the green
25	Cheerful	My man putting in work! So happy to see this.
10	Energetic	I can jump over the bridge
0	Adventurous	I would totally go after her number
7	Kind	Never step on precious insects! I always move them off of sidewalks.
5	Imaginative	I pretend I rule this land
32	Fanatical	This place is so beautiful. I am obsessed!
25	Cheerful	what a fabulous top view
10	Energetic	Can't wait to meet all the new recruits!
29	Brilliant	It's so smart that they have put in cross walks. The cross walk is one of the greatest ideas anyone has come up with for safety.
29	Brilliant	These two ladys are so gorgeous I can't believe it
4	Appreciative (Grateful)	The guys look really into it, you can always appreciate good music!
6	Arrogant	Children don't even know they know nothing.
0	Adventurous	It would be fun to ride dirt bikes over these hills.
2	Sarcastic	Wow, this is great. Just the most ingenious picture ever.
24	Happy	Good music, good friends, Good Night!
26	Lazy	I'd rather just go to Long John Silver's for my fish platter.
